,obj_name,field_name,flag,xpix,ypix
43,NDWFS_J142627.2+322045,NDWFSJ1426p3236,0.0,3212.000303740271,590.9995979349515
44,NDWFS_J142557.9+321931,NDWFSJ1426p3236,0.0,4655.999722603792,324.00008401559535
45,NDWFS_J142538.4+322835,NDWFSJ1426p3236,0.0,5584.000568818712,2446.000012979326
46,NDWFS_J142723.2+324032,NDWFSJ1426p3236,0.0,405.9996234615392,5162.9992984169
47,NDWFS_J142453.3+323008,NDWFSJ1426p3236,0.0,7787.999767001565,2844.0004612253506
48,NDWFS_J142503.5+324838,NDWFSJ1426p3236,0.0,7213.999765787506,7141.000091960697
49,NDWFS_J142729.2+323922,NDWFSJ1426p3236,0.0,113.99971224868932,4885.9993506479295
50,NDWFS_J142502.7+323752,NDWFSJ1426p3236,0.0,7298.000009418323,4637.999462398522
51,NDWFS_J142616.4+324933,NDWFSJ1426p3236,0.0,3644.999835507057,7303.0005201640815
52,NDWFS_J142446.5+322212,NDWFSJ1426p3236,0.0,8155.000571518885,1002.000105087347
53,NDWFS_J142726.8+323148,NDWFSJ1426p3236,0.0,253.99955174184103,3125.000148616102
54,NDWFS_J142602.2+322723,NDWFSJ1426p3236,0.0,4418.000347896381,2152.0006044090223
55,NDWFS_J142705.6+322134,NDWFSJ1426p3236,0.0,1320.9997147875474,757.9997091870937
56,NDWFS_J142619.2+323238,NDWFSJ1426p3236,0.0,3562.9995203564977,3361.0002747124745
57,NDWFS_J142454.4+322905,NDWFSJ1426p3236,0.0,7739.999907649977,2598.999816672709
58,NDWFS_J142454.1+323953,NDWFSJ1426p3236,0.0,7712.000345144461,5112.000403163602
59,NDWFS_J142711.0+324734,NDWFSJ1426p3236,0.0,982.0001489953428,6807.99973028653
60,NDWFS_J142538.6+323323,NDWFSJ1426p3236,0.0,5554.000317542694,3563.999567868468
61,NDWFS_J142623.3+324410,NDWFSJ1426p3236,0.0,3325.000553506597,6042.99983426047
62,NDWFS_J142510.4+321933,NDWFSJ1426p3236,0.0,6990.999861941869,365.99959107294126
63,NDWFS_J142652.3+323935,NDWFSJ1426p3236,0.0,1920.0000892902024,4960.00008575197
64,NDWFS_J142643.7+324105,NDWFSJ1426p3236,0.0,2337.0001787037727,5313.999441537537
65,NDWFS_J142708.8+324842,NDWFSJ1426p3236,0.0,1086.000399606848,7072.000342229527
66,NDWFS_J142726.5+321835,NDWFSJ1426p3236,0.0,304.99992677342743,54.99942578241826
67,NDWFS_J142631.0+323908,NDWFSJ1426p3236,0.0,2965.99960608131,4867.999605390145
68,NDWFS_J142609.9+322346,NDWFSJ1426p3236,0.0,4053.0004547905446,1301.000110916575
69,NDWFS_J142524.6+323931,NDWFSJ1426p3236,0.0,6215.000382754453,5002.999855660502
70,NDWFS_J142542.6+324103,NDWFSJ1426p3236,0.0,5330.999987006166,5344.999706421408
71,NDWFS_J142536.7+323247,NDWFSJ1426p3236,0.0,5651.999579655745,3424.999400139972
72,NDWFS_J142522.9+324441,NDWFSJ1426p3236,0.0,6278.000408971788,6206.000114196864
73,NDWFS_J142615.7+324455,NDWFSJ1426p3236,0.0,3695.999740763902,6224.000280635039
74,NDWFS_J142635.5+322053,NDWFSJ1426p3236,0.0,2802.9999227660683,617.0004908830524
75,NDWFS_J142644.0+322150,NDWFSJ1426p3236,0.0,2381.9998483304244,830.0004331437885
76,NDWFS_J142526.5+322702,NDWFSJ1426p3236,0.0,6172.999412690431,2095.000355012908
77,NDWFS_J142730.5+324932,NDWFSJ1426p3236,0.0,24.99953269854996,7252.999593963188
78,NDWFS_J142515.3+323028,NDWFSJ1426p3236,0.0,6705.000077351928,2902.9993626646537
79,NDWFS_J142706.1+322240,NDWFSJ1426p3236,0.0,1294.0003286806605,1011.000195952689
80,NDWFS_J142444.9+322619,NDWFSJ1426p3236,0.0,8217.000458122868,1961.999610986746
81,NDWFS_J142458.1+325125,NDWFSJ1426p3236,0.0,7464.999948177061,7793.999830129174
82,NDWFS_J142715.0+323602,NDWFSJ1426p3236,0.0,821.9995913960302,4119.000266056981
83,NDWFS_J142448.5+323001,NDWFSJ1426p3236,0.0,8025.000474688735,2822.9997899048176
84,NDWFS_J142621.4+325010,NDWFSJ1426p3236,0.0,3399.000310109292,7441.000444142144
85,NDWFS_J142613.8+325036,NDWFSJ1426p3236,0.0,3766.999528458895,7546.000499145135
86,NDWFS_J142603.0+322033,NDWFSJ1426p3236,0.0,4403.000140297045,559.9999267039711
87,NDWFS_J142449.8+324156,NDWFSJ1426p3236,0.0,7912.00025050683,5594.999380520894
88,NDWFS_J142632.7+325000,NDWFSJ1426p3236,0.0,2847.00032759764,7392.999352844534
89,NDWFS_J142518.6+324536,NDWFSJ1426p3236,0.0,6489.000330098141,6424.999413957426
90,NDWFS_J142457.6+323818,NDWFSJ1426p3236,0.0,7543.000542465685,4743.000052311163
91,NDWFS_J142449.0+322244,NDWFSJ1426p3236,0.0,8012.00047064598,1110.9993139463586
92,NDWFS_J142718.7+322130,NDWFSJ1426p3236,0.0,676.0003940658225,734.000126736646
93,NDWFS_J142506.7+324115,NDWFSJ1426p3236,0.0,7086.999635448967,5421.000037279533
94,NDWFS_J142631.6+323919,NDWFSJ1426p3236,0.0,2936.000060091559,4908.999777005531
95,NDWFS_J142545.7+324815,NDWFSJ1426p3236,0.0,5151.0003657171765,7020.9999327007645
96,NDWFS_J142528.4+324801,NDWFSJ1426p3236,0.0,5996.999761522442,6976.99963943972
97,NDWFS_J142529.1+325405,NDWFSJ1426p3236,0.0,5940.999921896735,8391.000546206076
98,NDWFS_J142533.8+322636,NDWFSJ1426p3236,0.0,5813.999543066831,1989.999297537768
99,NDWFS_J142638.9+324827,NDWFSJ1426p3236,0.0,2546.0005098080364,7031.000569183587
100,NDWFS_J142648.4+324108,NDWFSJ1426p3236,0.0,2108.000577723104,5320.000678629953
101,NDWFS_J142656.0+324355,NDWFSJ1426p3236,0.0,1725.9998805586692,5965.999831688874
102,NDWFS_J142715.9+324343,NDWFSJ1426p3236,0.0,753.0003355240151,5905.999900093233
103,NDWFS_J142529.3+322953,NDWFSJ1426p3236,0.0,6021.000311665546,2755.9993804612386
104,NDWFS_J142448.2+322636,NDWFSJ1426p3236,0.0,8052.999582019926,2026.0006251721352
105,NDWFS_J142707.3+324225,NDWFSJ1426p3236,0.0,1179.000250563986,5609.999909677779
106,NDWFS_J142532.1+323656,NDWFSJ1426p3236,0.0,5859.999606984304,4395.999466708094
107,NDWFS_J142540.0+324954,NDWFSJ1426p3236,0.0,5423.000174562392,7407.999564897887
108,NDWFS_J142614.9+324227,NDWFSJ1426p3236,0.0,3739.999453355562,5652.000128408454
109,NDWFS_J142447.8+322249,NDWFSJ1426p3236,0.0,8089.999604589069,1143.0006086998949
110,NDWFS_J142713.1+322706,NDWFSJ1426p3236,0.0,935.9998671278172,2041.999649682188
111,NDWFS_J142727.9+325327,NDWFSJ1426p3236,0.0,142.99991749332003,8166.000159138628
112,NDWFS_J142547.1+322420,NDWFSJ1426p3236,0.0,5172.000061456136,1450.9995163976455
113,NDWFS_J142633.6+323432,NDWFSJ1426p3236,0.0,2851.9999415812963,3793.000379937748
114,NDWFS_J142636.8+325023,NDWFSJ1426p3236,0.0,2645.000503688114,7483.000463068434
115,NDWFS_J142534.9+322611,NDWFSJ1426p3236,0.0,5762.000220601742,1894.0006127514023
116,NDWFS_J142455.8+324526,NDWFSJ1426p3236,0.0,7603.000156098369,6405.0000182281365
117,NDWFS_J142614.6+322217,NDWFSJ1426p3236,0.0,3825.0005725818737,956.9998575314748
118,NDWFS_J142622.7+324555,NDWFSJ1426p3236,0.0,3349.9998174186258,6450.000127986812
119,NDWFS_J142705.8+324925,NDWFSJ1426p3236,0.0,1233.0000473370949,7242.000087083899
120,NDWFS_J142717.6+323651,NDWFSJ1426p3236,0.0,686.9999788419536,4305.999843087302
121,NDWFS_J142601.7+321951,NDWFSJ1426p3236,0.0,4467.999485652159,397.0004713802409
122,NDWFS_J142547.2+325322,NDWFSJ1426p3236,0.0,5059.000227025877,8210.999394008755
123,NDWFS_J142437.2+323023,NDWFSJ1426p3236,0.0,8579.999461209696,2913.9993072487414
124,NDWFS_J142628.1+325218,NDWFSJ1426p3236,0.0,3061.9998697271003,7933.999988986787
125,NDWFS_J142459.7+325257,NDWFSJ1426p3236,0.0,7381.999587397295,8147.999314180386
126,NDWFS_J142530.6+324948,NDWFSJ1426p3236,0.0,5887.000123319929,7392.99986038345
127,NDWFS_J142654.1+322639,NDWFSJ1426p3236,0.0,1871.0005471226668,1947.000580362543
128,NDWFS_J142629.9+323537,NDWFSJ1426p3236,0.0,3029.9998166708465,4047.9999501558887
129,NDWFS_J142712.4+322242,NDWFSJ1426p3236,0.0,985.0000728430514,1016.000221561022
130,NDWFS_J142550.7+322001,NDWFSJ1426p3236,0.0,5011.999541524576,443.0003593147194
131,NDWFS_J142714.6+325231,NDWFSJ1426p3236,0.0,793.0002356157402,7956.000594388526
132,NDWFS_J142547.0+324330,NDWFSJ1426p3236,0.0,5104.000205588647,5914.000282814384
133,NDWFS_J142629.5+325234,NDWFSJ1426p3236,0.0,2996.999425242964,7994.999634104744
134,NDWFS_J142615.3+324056,NDWFSJ1426p3236,0.0,3725.9996149174513,5297.9995353618215
135,NDWFS_J142534.5+323842,NDWFSJ1426p3236,0.0,5735.999498512632,4808.00064468542
136,NDWFS_J142722.2+325035,NDWFSJ1426p3236,0.0,426.0002458696763,7499.999584798548
137,NDWFS_J142701.3+324819,NDWFSJ1426p3236,0.0,1453.000036605492,6985.999528070897
138,NDWFS_J142614.7+323354,NDWFSJ1426p3236,0.0,3780.00025984204,3661.000564603026
139,NDWFS_J142609.3+322431,NDWFSJ1426p3236,0.0,4076.000552852005,1478.9993814474692
140,NDWFS_J142523.1+322356,NDWFSJ1426p3236,0.0,6347.999771207738,1378.00026976168
141,NDWFS_J142558.3+322518,NDWFSJ1426p3236,0.0,4619.000306168884,1667.9994283522135
142,NDWFS_J142718.8+324756,NDWFSJ1426p3236,0.0,600.0005252465362,6887.000113267048
143,NDWFS_J142520.3+324347,NDWFSJ1426p3236,0.0,6411.99942340163,6000.999522647951
144,NDWFS_J142720.5+323339,NDWFSJ1426p3236,0.0,556.000122000185,3560.999809131561
145,NDWFS_J142618.1+324415,NDWFSJ1426p3236,0.0,3583.000180924817,6064.000405928789
146,NDWFS_J142439.3+323408,NDWFSJ1426p3236,0.0,8458.000005953534,3787.000111552057
147,NDWFS_J142441.8+332531,NDWFSJ1426p3311,1.0,8061.000390252586,7678.999665759562
148,NDWFS_J142708.6+331932,NDWFSJ1426p3311,1.0,952.9995587059076,6182.999381796262
149,NDWFS_J142706.2+332049,NDWFSJ1426p3311,1.0,1065.000433497495,6485.000243088814
150,NDWFS_J142611.4+332302,NDWFSJ1426p3311,1.0,3720.999444664824,7035.000038195019
151,NDWFS_J142558.7+332548,NDWFSJ1426p3311,1.0,4330.999558914722,7691.000022551789
152,NDWFS_J142500.5+331811,NDWFSJ1426p3311,1.0,7184.000573083096,5956.999578680692
153,NDWFS_J142442.6+331914,NDWFSJ1426p3311,1.0,8047.999593457771,6217.999794781801
154,NDWFS_J142507.1+332230,NDWFSJ1426p3311,1.0,6847.999654510444,6958.999408275671
155,NDWFS_J142441.2+332747,NDWFSJ1426p3311,1.0,8079.000087538978,8207.0000034751
156,NDWFS_J142633.2+331357,NDWFSJ1426p3311,1.0,2693.000452586084,4905.000645507102
157,NDWFS_J142720.0+331510,NDWFSJ1426p3311,1.0,411.000318532615,5161.999517861468
158,NDWFS_J142659.3+331750,NDWFSJ1426p3311,1.0,1412.000470097355,5796.000111047411
159,NDWFS_J142544.3+331350,NDWFSJ1426p3311,1.0,5071.000067211782,4917.000486740268
160,NDWFS_J142532.0+331644,NDWFSJ1426p3311,1.0,5658.000569104301,5600.999880867841
161,NDWFS_J142532.2+331500,NDWFSJ1426p3311,1.0,5653.999814950483,5194.0004245896125
162,NDWFS_J142505.4+331335,NDWFSJ1426p3311,1.0,6962.999516189611,4889.000423353058
163,NDWFS_J142521.9+331440,NDWFSJ1426p3311,1.0,6158.000579194992,5121.9996007276695
164,NDWFS_J142448.9+331659,NDWFSJ1426p3311,1.0,7753.000223174371,5690.000575145716
165,NDWFS_J142630.6+330230,NDWFSJ1426p3311,1.0,2854.9996893562657,2244.000574037531
166,NDWFS_J142717.4+330529,NDWFSJ1426p3311,1.0,566.0003195095032,2908.999478629259
167,NDWFS_J142550.1+325953,NDWFSJ1426p3311,1.0,4840.999537988664,1663.999886138201
168,NDWFS_J142549.4+330044,NDWFSJ1426p3311,1.0,4870.000554496583,1864.0004833744388
169,NDWFS_J142556.1+330147,NDWFSJ1426p3311,1.0,4539.000513092582,2103.00012329761
170,NDWFS_J142502.4+325456,NDWFSJ1426p3311,1.0,7182.999799780835,546.9999179814113
171,NDWFS_J142437.6+325830,NDWFSJ1426p3311,1.0,8381.000476477479,1400.000498661142
172,NDWFS_J142452.9+325940,NDWFSJ1426p3311,1.0,7628.000527888144,1659.0004423515163
173,NDWFS_J142528.0+330025,NDWFSJ1426p3311,1.0,5916.000289939602,1807.000362044884
174,NDWFS_J142438.2+330254,NDWFSJ1426p3311,1.0,8335.999430817454,2424.000358847443
175,NDWFS_J142630.7+332901,NDWFSJ1426p3311,1.0,2761.9999775075576,8413.999594491863
176,NDWFS_J142726.5+331450,NDWFSJ1426p3311,1.0,99.99994693996268,5081.000593569801
177,NDWFS_J142655.3+325433,NDWFSJ1426p3311,0.0,1672.0001914599798,382.00013811336976
178,NDWFS_J142440.1+330447,NDWFSJ1426p3311,0.0,8232.999420869794,2857.00008203492
179,NDWFS_J142648.6+325511,NDWFSJ1426p3311,0.0,1997.000492061847,530.9995307289137
180,NDWFS_J142505.9+325546,NDWFSJ1426p3311,0.0,7011.999740178631,740.9998334997254
181,NDWFS_J142658.2+332553,NDWFSJ1426p3311,0.0,1440.000019836767,7666.999617198597
182,NDWFS_J142707.4+332446,NDWFSJ1426p3311,0.0,994.9999334839432,7403.000272216437
183,NDWFS_J142517.9+332447,NDWFSJ1426p3311,0.0,6312.99964836246,7483.000432026456
184,NDWFS_J142515.1+330118,NDWFSJ1426p3311,0.0,6538.999489986123,2020.999375135401
185,NDWFS_J142630.5+331827,NDWFSJ1426p3311,0.0,2806.000198751597,5957.000524977149
186,NDWFS_J142651.6+330512,NDWFSJ1426p3311,0.0,1820.9995359674413,2859.0002787062185
187,NDWFS_J142651.2+331503,NDWFSJ1426p3311,0.0,1813.0003033590056,5151.999625586252
188,NDWFS_J142642.5+325631,NDWFSJ1426p3311,0.0,2290.9996074057017,847.0006770854743
189,NDWFS_J142509.0+330421,NDWFSJ1426p3311,0.0,6825.000532791892,2735.00009484814
190,NDWFS_J142543.2+331914,NDWFSJ1426p3311,0.0,5103.000553237871,6171.999974093909
191,NDWFS_J142704.3+330151,NDWFSJ1426p3311,0.0,1213.0005478481726,2074.99994732966
192,NDWFS_J142543.0+332418,NDWFSJ1426p3311,0.0,5095.000439112089,7352.000567260633
193,NDWFS_J142711.7+331840,NDWFSJ1426p3311,0.0,801.9996706110305,5981.000345087903
194,NDWFS_J142649.3+332849,NDWFSJ1426p3311,0.0,1864.9998136025808,8359.000215678738
195,NDWFS_J142645.8+332129,NDWFSJ1426p3311,0.0,2054.000339514117,6653.000615057503
196,NDWFS_J142615.6+332330,NDWFSJ1426p3311,0.0,3517.9997880025585,7141.999866323524
197,NDWFS_J142701.1+332553,NDWFSJ1426p3311,0.0,1300.0002162878282,7664.999544971719
198,NDWFS_J142454.3+332949,NDWFSJ1426p3311,0.0,7441.000297225924,8673.000492171035
199,NDWFS_J142708.2+332102,NDWFSJ1426p3311,0.0,966.9998130596232,6534.000571841167
200,NDWFS_J142504.2+331333,NDWFSJ1426p3311,0.0,7024.999828764456,4878.999818910424
201,NDWFS_J142446.2+332054,NDWFSJ1426p3311,0.0,7870.0001418017455,6604.000352920342
202,NDWFS_J142702.9+330929,NDWFSJ1426p3311,0.0,1246.999835466626,3835.999892262575
203,NDWFS_J142620.1+330011,NDWFSJ1426p3311,0.0,3374.000020981548,1711.9993539461177
204,NDWFS_J142618.9+325614,NDWFSJ1426p3311,0.0,3439.999633115778,793.0001412138299
205,NDWFS_J142601.9+332712,NDWFSJ1426p3311,0.0,4168.000510268008,8011.999470470702
206,NDWFS_J142506.7+331617,NDWFSJ1426p3311,0.0,6889.999464678243,5511.999362782983
207,NDWFS_J142539.2+332035,NDWFSJ1426p3311,0.0,5294.999697120129,6486.999587130762
208,NDWFS_J142539.5+332132,NDWFSJ1426p3311,0.0,5275.999655161715,6709.0001000150005
209,NDWFS_J142616.3+331419,NDWFSJ1426p3311,0.0,3513.99995950672,5006.000436456303
210,NDWFS_J142622.5+330132,NDWFSJ1426p3311,0.0,3250.9996202137045,2028.000326248028
211,NDWFS_J142554.0+331357,NDWFSJ1426p3311,0.0,4599.999896319539,4935.000043923423
212,NDWFS_J142639.4+325655,NDWFSJ1426p3311,0.0,2444.0005580374564,938.9994829177303
213,NDWFS_J142540.1+332616,NDWFSJ1426p3311,0.0,5234.0003850924,7813.000100104477
214,NDWFS_J142711.4+330859,NDWFSJ1426p3311,0.0,844.999570108861,3727.999482735675
215,NDWFS_J142710.3+332347,NDWFSJ1426p3311,0.0,859.9994678001567,7171.999596741831
216,NDWFS_J142604.8+330217,NDWFSJ1426p3311,0.0,4113.9994382007535,2212.9993367800053
217,NDWFS_J142440.5+332543,NDWFSJ1426p3311,0.0,8122.999975583159,7731.000635686491
218,NDWFS_J142556.6+332530,NDWFSJ1426p3311,0.0,4429.000378543566,7618.000494717729
219,NDWFS_J142625.7+330142,NDWFSJ1426p3311,0.0,3094.000188993199,2059.999536962649
220,NDWFS_J142717.8+330859,NDWFSJ1426p3311,0.0,533.9996160953997,3724.000160914411
221,NDWFS_J142538.1+332044,NDWFSJ1426p3311,0.0,5347.999620500486,6523.000145931799
222,NDWFS_J142717.1+331258,NDWFSJ1426p3311,0.0,560.0004907076855,4654.000546289541
223,NDWFS_J142459.3+332331,NDWFSJ1426p3311,0.0,7220.999519926721,7199.000064298587
224,NDWFS_J142459.8+332037,NDWFSJ1426p3311,0.0,7209.999483449195,6525.9996049194415
225,NDWFS_J142711.3+332901,NDWFSJ1426p3311,0.0,798.0002159915384,8389.000640364033
226,NDWFS_J142725.0+332256,NDWFSJ1426p3311,0.0,148.0000665485386,6963.999537882843
227,NDWFS_J142607.9+332013,NDWFSJ1426p3311,0.0,3897.000329304941,6380.000400204297
228,NDWFS_J142553.1+325500,NDWFSJ1426p3311,0.0,4709.999477395311,525.9999974390303
229,NDWFS_J142455.6+330345,NDWFSJ1426p3311,0.0,7484.999937165827,2607.000373310966
230,NDWFS_J142553.1+331821,NDWFSJ1426p3311,0.0,4627.000540729638,5956.999741184409
231,NDWFS_J142647.9+330907,NDWFSJ1426p3311,0.0,1992.9995920547967,3773.999737803144
232,NDWFS_J142528.4+331457,NDWFSJ1426p3311,0.0,5852.999804063482,5210.999400657516
233,NDWFS_J142530.9+330729,NDWFSJ1426p3311,0.0,5747.000553163387,3445.999397142694
234,NDWFS_J142632.7+332708,NDWFSJ1426p3311,0.0,2671.999822580703,7974.000555794784
235,NDWFS_J142557.0+332009,NDWFSJ1426p3311,0.0,4431.999591667569,6374.99965493092
236,NDWFS_J142634.2+330359,NDWFSJ1426p3311,0.0,2672.9998256243707,2588.9998358561134
237,NDWFS_J142539.5+330231,NDWFSJ1426p3311,0.0,5344.000210909886,2284.999973906579
238,NDWFS_J142600.7+332721,NDWFSJ1426p3311,0.0,4228.000119437103,8047.9998256661565
239,NDWFS_J142500.7+331559,NDWFSJ1426p3311,0.0,7183.999963469585,5449.999439841098
240,NDWFS_J142535.2+325637,NDWFSJ1426p3311,0.0,5579.999656987107,913.9995070716686
241,NDWFS_J142646.6+331709,NDWFSJ1426p3311,0.0,2030.000009334597,5642.999694317323
242,NDWFS_J142530.6+330254,NDWFSJ1426p3311,0.0,5778.99975847669,2382.000276894956
243,NDWFS_J142613.5+325526,NDWFSJ1426p3311,0.0,3714.999792693012,609.9999736547106
244,NDWFS_J142634.3+332638,NDWFSJ1426p3311,0.0,2599.99985759464,7858.000323696211
245,NDWFS_J142604.4+331755,NDWFSJ1426p3311,0.0,4079.999906807821,5851.999583136694
246,NDWFS_J142547.9+330953,NDWFSJ1426p3311,0.0,4909.999952071295,3992.0004687899545
247,NDWFS_J142659.8+331757,NDWFSJ1426p3311,0.0,1385.9997315676555,5822.000239130304
248,NDWFS_J142706.1+331015,NDWFSJ1426p3311,0.0,1090.0000895538942,4009.999675649373
249,NDWFS_J142701.3+331024,NDWFSJ1426p3311,0.0,1333.9995169734357,4063.000063864052
250,NDWFS_J142554.5+331924,NDWFSJ1426p3311,0.0,4553.000136786541,6201.0005971512055
251,NDWFS_J142548.9+331917,NDWFSJ1426p3311,0.0,4830.000557383013,6179.000204959122
252,NDWFS_J142718.0+330528,NDWFSJ1426p3311,0.0,533.9996585918161,2906.000177649392
253,NDWFS_J142717.2+330838,NDWFSJ1426p3311,0.0,567.0000756924874,3644.0004714130064
254,NDWFS_J142442.0+330333,NDWFSJ1426p3311,0.0,8146.9996985297075,2569.9994675293856
255,NDWFS_J142458.2+332348,NDWFSJ1426p3311,0.0,7275.999473181044,7265.000391478112
256,NDWFS_J142625.2+331540,NDWFSJ1426p3311,0.0,3073.9998828036405,5312.000604286826
257,NDWFS_J142715.1+325912,NDWFSJ1426p3311,0.0,702.9994369449214,1461.0001341481875
258,NDWFS_J142526.4+335113,NDWFSJ1426p3346,1.0,6258.000423927897,5594.999722529855
259,NDWFS_J142547.2+334454,NDWFSJ1426p3346,1.0,5275.000330138526,4107.000090936502
260,NDWFS_J142634.0+334954,NDWFSJ1426p3346,1.0,2994.9998185768272,5240.000350975403
261,NDWFS_J142554.7+332906,NDWFSJ1426p3346,1.0,4966.999673866823,429.9994783723523
262,NDWFS_J142633.3+340441,NDWFSJ1426p3346,1.0,2983.000550452087,8681.000313500506
263,NDWFS_J142656.4+335444,NDWFSJ1426p3346,1.0,1896.999525822992,6347.000318611021
264,NDWFS_J142609.3+335724,NDWFSJ1426p3346,1.0,4160.00038321707,6998.99957222377
265,NDWFS_J142548.7+335854,NDWFSJ1426p3346,1.0,5153.000080409474,7364.000097064772
266,NDWFS_J142537.2+340156,NDWFSJ1426p3346,1.0,5692.999839473847,8080.000238097652
267,NDWFS_J142610.2+340224,NDWFSJ1426p3346,1.0,4102.00046096589,8163.999402957132
268,NDWFS_J142500.2+340154,NDWFSJ1426p3346,1.0,7476.000339178852,8101.000233459346
269,NDWFS_J142703.5+334442,NDWFSJ1426p3346,1.0,1585.0001335807556,4013.000274432543
270,NDWFS_J142713.8+334807,NDWFSJ1426p3346,1.0,1077.9995870621642,4802.000174819864
271,NDWFS_J142718.8+335005,NDWFSJ1426p3346,1.0,825.9995338130338,5256.999438378019
272,NDWFS_J142631.6+334429,NDWFSJ1426p3346,1.0,3127.999575484473,3980.0004432027536
273,NDWFS_J142629.8+334649,NDWFSJ1426p3346,1.0,3205.00019238148,4524.000074791999
274,NDWFS_J142539.8+334847,NDWFSJ1426p3346,1.0,5615.00014686384,5017.000678642528
275,NDWFS_J142507.1+334141,NDWFSJ1426p3346,1.0,7226.000239609963,3392.9999654595813
276,NDWFS_J142513.1+334206,NDWFSJ1426p3346,1.0,6931.00046241887,3483.9999237394486
