obj_name,field_name,flag,xpix,ypix,RA,DEC
NDWFS_J142445.8+324949,NDWFSJ1426p3236,1.0,8071.999438253148,7431.99970772141,216.1912652,32.830391599999984
NDWFS_J142454.1+325239,NDWFSJ1426p3236,1.0,7654.999469813782,8084.999489512407,216.2258057,32.877650699999975
NDWFS_J142644.9+323206,NDWFSJ1426p3236,1.0,2304.9999275426107,3219.000256303134,216.6873849,32.534978599999974
NDWFS_J142718.1+323854,NDWFSJ1426p3236,1.0,661.000003635263,4786.999679370103,216.8254464,32.64862970000001
NDWFS_J142532.9+323116,NDWFSJ1426p3236,1.0,5840.999662271046,3074.999515423031,216.3873128,32.52113939999999
NDWFS_J142511.1+324123,NDWFSJ1426p3236,1.0,6869.000279067212,5447.99977876091,216.2966228,32.689821599999995
NDWFS_J142713.0+322717,NDWFSJ1426p3236,1.0,943.0001561872888,2088.000375874806,216.8042151,32.45519119999999
NDWFS_J142706.5+322744,NDWFSJ1426p3236,1.0,1256.9994795574912,2188.9997114253893,216.7774655,32.46216079999998
NDWFS_J142602.3+322716,NDWFSJ1426p3236,1.0,4416.0005163284,2123.00019559493,216.5094995,32.45451219999999
NDWFS_J142518.3+322235,NDWFSJ1426p3236,1.0,6591.999857390125,1066.9995347093463,216.32640339999998,32.37660119999998
NDWFS_J142507.1+322835,NDWFSJ1426p3236,1.0,7118.00034731437,2472.99984059939,216.2797835,32.47660729999998
NDWFS_J142530.4+321827,NDWFSJ1426p3236,0.0,6012.000102305836,94.99946723554967,216.3768926,32.307698799999976
NDWFS_J142603.8+324802,NDWFSJ1426p3236,0.0,4265.000354369033,6956.000088935405,216.5162322,32.80062159999998
NDWFS_J142704.8+322817,NDWFSJ1426p3236,0.0,1344.0005145652483,2318.000064094005,216.7699475,32.47132139999999
NDWFS_J142519.4+323532,NDWFSJ1426p3236,0.0,6488.99962612012,4080.000372340324,216.3308818,32.59234349999999
NDWFS_J142723.5+324904,NDWFSJ1426p3236,0.0,369.0002665874854,7149.000467850641,216.8479586,32.81798099999999
NDWFS_J142555.0+324317,NDWFSJ1426p3236,0.0,4715.999676255022,5857.0004741951525,216.4792375,32.72147769999998
NDWFS_J142442.7+323325,NDWFSJ1426p3236,0.0,8295.00019368359,3617.999633156207,216.1781652,32.557128699999986
NDWFS_J142443.8+322813,NDWFSJ1426p3236,0.0,8264.00010475448,2403.999840872002,216.182664,32.47029139999999
NDWFS_J142549.7+322148,NDWFSJ1426p3236,0.0,5051.999744534136,860.9997872812128,216.4571931,32.363541699999985
NDWFS_J142458.6+323002,NDWFSJ1426p3236,0.0,7528.000263718706,2818.0002167184502,216.2444862,32.500811699999986
NDWFS_J142438.3+323836,NDWFSJ1426p3236,0.0,8483.000389021392,4841.000235194926,216.1602982,32.644421199999975
NDWFS_J142659.4+322727,NDWFSJ1426p3236,0.0,1608.0000859718675,2129.999770691651,216.7477421,32.45764079999998
NDWFS_J142626.1+324559,NDWFSJ1426p3236,0.0,3184.000081209404,6462.999930150447,216.6089022,32.76639459999999
NDWFS_J142438.6+324058,NDWFSJ1426p3236,0.0,8461.000041426156,5376.9998146792495,216.1613338,32.68281129999999
NDWFS_J142500.9+325500,NDWFSJ1426p3236,0.0,7315.000489818452,8627.000459269595,216.2539829,32.916864399999994
NDWFS_J142627.2+322045,NDWFSJ1426p3236,0.0,3212.000303740271,590.9995979349515,216.6134517,32.34605169999999
NDWFS_J142557.9+321931,NDWFSJ1426p3236,0.0,4655.999722603792,324.00008401559535,216.4914382,32.32552489999999
NDWFS_J142538.4+322835,NDWFSJ1426p3236,0.0,5584.000568818712,2446.000012979326,216.4099785,32.47640319999998
NDWFS_J142723.2+324032,NDWFSJ1426p3236,0.0,405.9996234615392,5162.9992984169,216.8467641,32.67575339999999
NDWFS_J142453.3+323008,NDWFSJ1426p3236,0.0,7787.999767001565,2844.0004612253506,216.22238259999997,32.50235979999997
NDWFS_J142503.5+324838,NDWFSJ1426p3236,0.0,7213.999765787506,7141.000091960697,216.2647882,32.81060409999998
NDWFS_J142729.2+323922,NDWFSJ1426p3236,0.0,113.99971224868932,4885.9993506479295,216.8718738,32.65615099999998
NDWFS_J142502.7+323752,NDWFSJ1426p3236,0.0,7298.000009418323,4637.999462398522,216.2613284,32.631339999999994
NDWFS_J142616.4+324933,NDWFSJ1426p3236,0.0,3644.999835507057,7303.0005201640815,216.5686235,32.82608749999999
NDWFS_J142446.5+322212,NDWFSJ1426p3236,0.0,8155.000571518885,1002.000105087347,216.1940504,32.37010609999999
NDWFS_J142726.8+323148,NDWFSJ1426p3236,0.0,253.99955174184103,3125.000148616102,216.861677,32.52997209999998
NDWFS_J142602.2+322723,NDWFSJ1426p3236,0.0,4418.000347896381,2152.0006044090223,216.5092932,32.456585699999984
NDWFS_J142705.6+322134,NDWFSJ1426p3236,0.0,1320.9997147875474,757.9997091870937,216.7735271,32.35968569999999
NDWFS_J142619.2+323238,NDWFSJ1426p3236,0.0,3562.9995203564977,3361.0002747124745,216.5803781,32.543967399999985
NDWFS_J142454.4+322905,NDWFSJ1426p3236,0.0,7739.999907649977,2598.999816672709,216.2268235,32.484885099999985
NDWFS_J142454.1+323953,NDWFSJ1426p3236,0.0,7712.000345144461,5112.000403163602,216.2254285,32.66476919999999
NDWFS_J142711.0+324734,NDWFSJ1426p3236,0.0,982.0001489953428,6807.99973028653,216.7960711,32.79306519999999
NDWFS_J142538.6+323323,NDWFSJ1426p3236,0.0,5554.000317542694,3563.999567868468,216.4110197,32.55645139999997
NDWFS_J142623.3+324410,NDWFSJ1426p3236,0.0,3325.000553506597,6042.99983426047,216.5973971,32.73618979999998
NDWFS_J142510.4+321933,NDWFSJ1426p3236,0.0,6990.999861941869,365.99959107294126,216.2936002,32.325985
NDWFS_J142652.3+323935,NDWFSJ1426p3236,0.0,1920.0000892902024,4960.00008575197,216.7181848,32.659952
NDWFS_J142643.7+324105,NDWFSJ1426p3236,0.0,2337.0001787037727,5313.999441537537,216.6823204,32.684922799999995
NDWFS_J142708.8+324842,NDWFSJ1426p3236,0.0,1086.000399606848,7072.000342229527,216.7869377,32.811881499999984
NDWFS_J142726.5+321835,NDWFSJ1426p3236,0.0,304.99992677342743,54.99942578241826,216.860328,32.310192899999976
NDWFS_J142631.0+323908,NDWFSJ1426p3236,0.0,2965.99960608131,4867.999605390145,216.6293282,32.65241329999998
NDWFS_J142609.9+322346,NDWFSJ1426p3236,0.0,4053.0004547905446,1301.000110916575,216.5413127,32.39604849999999
NDWFS_J142524.6+323931,NDWFSJ1426p3236,0.0,6215.000382754453,5002.999855660502,216.3528731,32.65871869999998
NDWFS_J142542.6+324103,NDWFSJ1426p3236,0.0,5330.999987006166,5344.999706421408,216.4275856,32.68417369999999
NDWFS_J142536.7+323247,NDWFSJ1426p3236,0.0,5651.999579655745,3424.999400139972,216.40288459999996,32.546396199999975
NDWFS_J142522.9+324441,NDWFSJ1426p3236,0.0,6278.000408971788,6206.000114196864,216.3458285,32.74476029999999
NDWFS_J142615.7+324455,NDWFSJ1426p3236,0.0,3695.999740763902,6224.000280635039,216.565596,32.74878629999997
NDWFS_J142635.5+322053,NDWFSJ1426p3236,0.0,2802.9999227660683,617.0004908830524,216.6480801,32.34829340000001
NDWFS_J142644.0+322150,NDWFSJ1426p3236,0.0,2381.9998483304244,830.0004331437885,216.6835191,32.363919299999985
NDWFS_J142526.5+322702,NDWFSJ1426p3236,0.0,6172.999412690431,2095.000355012908,216.3604886,32.45063639999999
NDWFS_J142730.5+324932,NDWFSJ1426p3236,0.0,24.99953269854996,7252.999593963188,216.8771744,32.825698599999996
NDWFS_J142515.3+323028,NDWFSJ1426p3236,0.0,6705.000077351928,2902.9993626646537,216.3142112,32.507858699999986
NDWFS_J142706.1+322240,NDWFSJ1426p3236,0.0,1294.0003286806605,1011.000195952689,216.7755524,32.37781549999998
NDWFS_J142444.9+322619,NDWFSJ1426p3236,0.0,8217.000458122868,1961.999610986746,216.1873281,32.43872109999999
NDWFS_J142458.1+325125,NDWFSJ1426p3236,0.0,7464.999948177061,7793.999830129174,216.2424355,32.857049199999985
NDWFS_J142715.0+323602,NDWFSJ1426p3236,0.0,821.9995913960302,4119.000266056981,216.8124302,32.60067619999998
NDWFS_J142448.5+323001,NDWFSJ1426p3236,0.0,8025.000474688735,2822.9997899048176,216.2023018,32.50056869999999
NDWFS_J142621.4+325010,NDWFSJ1426p3236,0.0,3399.000310109292,7441.000444142144,216.5894197,32.8362089
NDWFS_J142613.8+325036,NDWFSJ1426p3236,0.0,3766.999528458895,7546.000499145135,216.55792939999998,32.84336499999997
NDWFS_J142603.0+322033,NDWFSJ1426p3236,0.0,4403.000140297045,559.9999267039711,216.5125728,32.342670099999985
NDWFS_J142449.8+324156,NDWFSJ1426p3236,0.0,7912.00025050683,5594.999380520894,216.2076901,32.69909609999998
NDWFS_J142632.7+325000,NDWFSJ1426p3236,0.0,2847.00032759764,7392.999352844534,216.6365192,32.8332999
NDWFS_J142518.6+324536,NDWFSJ1426p3236,0.0,6489.000330098141,6424.999413957426,216.32755859999997,32.76019659999998
NDWFS_J142457.6+323818,NDWFSJ1426p3236,0.0,7543.000542465685,4743.000052311163,216.2403482,32.63856249999999
NDWFS_J142449.0+322244,NDWFSJ1426p3236,0.0,8012.00047064598,1110.9993139463586,216.206002,32.37807959999998
NDWFS_J142718.7+322130,NDWFSJ1426p3236,0.0,676.0003940658225,734.000126736646,216.8282225,32.358495699999985
NDWFS_J142506.7+324115,NDWFSJ1426p3236,0.0,7086.999635448967,5421.000037279533,216.2781202,32.68763349999998
NDWFS_J142631.6+323919,NDWFSJ1426p3236,0.0,2936.000060091559,4908.999777005531,216.6318317,32.65537659999999
NDWFS_J142545.7+324815,NDWFSJ1426p3236,0.0,5151.0003657171765,7020.9999327007645,216.4406773,32.80434799999999
NDWFS_J142528.4+324801,NDWFSJ1426p3236,0.0,5996.999761522442,6976.99963943972,216.36867799999996,32.80027049999997
NDWFS_J142529.1+325405,NDWFSJ1426p3236,0.0,5940.999921896735,8391.000546206076,216.3714909,32.90156479999999
NDWFS_J142533.8+322636,NDWFSJ1426p3236,0.0,5813.999543066831,1989.999297537768,216.3910838,32.44351879999999
NDWFS_J142638.9+324827,NDWFSJ1426p3236,0.0,2546.0005098080364,7031.000569183587,216.6625843,32.8076612
NDWFS_J142648.4+324108,NDWFSJ1426p3236,0.0,2108.000577723104,5320.000678629953,216.7017966,32.68555829999998
NDWFS_J142656.0+324355,NDWFSJ1426p3236,0.0,1725.9998805586692,5965.999831688874,216.7336001,32.73214509999998
NDWFS_J142715.9+324343,NDWFSJ1426p3236,0.0,753.0003355240151,5905.999900093233,216.8164922,32.72867050000001
NDWFS_J142529.3+322953,NDWFSJ1426p3236,0.0,6021.000311665546,2755.9993804612386,216.3724714,32.4981102
NDWFS_J142448.2+322636,NDWFSJ1426p3236,0.0,8052.999582019926,2026.0006251721352,216.201138,32.443501899999994
NDWFS_J142707.3+324225,NDWFSJ1426p3236,0.0,1179.000250563986,5609.999909677779,216.780536,32.70712509999998
NDWFS_J142532.1+323656,NDWFSJ1426p3236,0.0,5859.999606984304,4395.999466708094,216.3838914,32.615667
NDWFS_J142540.0+324954,NDWFSJ1426p3236,0.0,5423.000174562392,7407.999564897887,216.4169876,32.83176029999999
NDWFS_J142614.9+324227,NDWFSJ1426p3236,0.0,3739.999453355562,5652.000128408454,216.5625498,32.707792899999994
NDWFS_J142447.8+322249,NDWFSJ1426p3236,0.0,8089.999604589069,1143.0006086998949,216.1993437,32.380274299999996
NDWFS_J142713.1+322706,NDWFSJ1426p3236,0.0,935.9998671278172,2041.999649682188,216.8048559,32.45190429999999
NDWFS_J142727.9+325327,NDWFSJ1426p3236,0.0,142.99991749332003,8166.000159138628,216.8662319,32.8909846
NDWFS_J142547.1+322420,NDWFSJ1426p3236,0.0,5172.000061456136,1450.9995163976455,216.4462482,32.4056366
NDWFS_J142633.6+323432,NDWFSJ1426p3236,0.0,2851.9999415812963,3793.000379937748,216.6402666,32.575566099999996
NDWFS_J142636.8+325023,NDWFSJ1426p3236,0.0,2645.000503688114,7483.000463068434,216.6536309,32.83993279999998
NDWFS_J142534.9+322611,NDWFSJ1426p3236,0.0,5762.000220601742,1894.0006127514023,216.3956247,32.436705599999996
NDWFS_J142455.8+324526,NDWFSJ1426p3236,0.0,7603.000156098369,6405.0000182281365,216.2327601,32.75745140000001
NDWFS_J142614.6+322217,NDWFSJ1426p3236,0.0,3825.0005725818737,956.9998575314748,216.5610627,32.37165499999998
NDWFS_J142622.7+324555,NDWFSJ1426p3236,0.0,3349.9998174186258,6450.000127986812,216.5947823,32.7653042
NDWFS_J142705.8+324925,NDWFSJ1426p3236,0.0,1233.0000473370949,7242.000087083899,216.774234,32.823930200000014
NDWFS_J142717.6+323651,NDWFSJ1426p3236,0.0,686.9999788419536,4305.999843087302,216.8237178,32.614173099999995
NDWFS_J142601.7+321951,NDWFSJ1426p3236,0.0,4467.999485652159,397.0004713802409,216.5072715,32.33094019999999
NDWFS_J142547.2+325322,NDWFSJ1426p3236,0.0,5059.000227025877,8210.999394008755,216.4469423,32.8896441
NDWFS_J142437.2+323023,NDWFSJ1426p3236,0.0,8579.999461209696,2913.9993072487414,216.1550633,32.506393099999976
NDWFS_J142628.1+325218,NDWFSJ1426p3236,0.0,3061.9998697271003,7933.999988986787,216.6175591,32.871832399999995
NDWFS_J142459.7+325257,NDWFSJ1426p3236,0.0,7381.999587397295,8147.999314180386,216.2489822,32.88249169999999
NDWFS_J142530.6+324948,NDWFSJ1426p3236,0.0,5887.000123319929,7392.99986038345,216.3774733,32.830174999999976
NDWFS_J142654.1+322639,NDWFSJ1426p3236,0.0,1871.0005471226668,1947.000580362543,216.7256234,32.444315499999995
NDWFS_J142629.9+323537,NDWFSJ1426p3236,0.0,3029.9998166708465,4047.9999501558887,216.6248447,32.593652999999996
NDWFS_J142712.4+322242,NDWFSJ1426p3236,0.0,985.0000728430514,1016.000221561022,216.8017441,32.37842879999999
NDWFS_J142550.7+322001,NDWFSJ1426p3236,0.0,5011.999541524576,443.0003593147194,216.4611272,32.33367209999998
NDWFS_J142714.6+325231,NDWFSJ1426p3236,0.0,793.0002356157402,7956.000594388526,216.8110062,32.87542389999998
NDWFS_J142547.0+324330,NDWFSJ1426p3236,0.0,5104.000205588647,5914.000282814384,216.4461436,32.72514889999998
NDWFS_J142629.5+325234,NDWFSJ1426p3236,0.0,2996.999425242964,7994.999634104744,216.6230294,32.87626199999998
NDWFS_J142615.3+324056,NDWFSJ1426p3236,0.0,3725.9996149174513,5297.9995353618215,216.5641734,32.68246429999999
NDWFS_J142534.5+323842,NDWFSJ1426p3236,0.0,5735.999498512632,4808.00064468542,216.3938689,32.64529389999999
NDWFS_J142722.2+325035,NDWFSJ1426p3236,0.0,426.0002458696763,7499.999584798548,216.8427538,32.843068999999986
NDWFS_J142701.3+324819,NDWFSJ1426p3236,0.0,1453.000036605492,6985.999528070897,216.7557575,32.8054123
NDWFS_J142614.7+323354,NDWFSJ1426p3236,0.0,3780.00025984204,3661.000564603026,216.5615818,32.56522899999998
NDWFS_J142609.3+322431,NDWFSJ1426p3236,0.0,4076.000552852005,1478.9993814474692,216.5391424,32.4087643
NDWFS_J142523.1+322356,NDWFSJ1426p3236,0.0,6347.999771207738,1378.00026976168,216.3466475,32.3991312
NDWFS_J142558.3+322518,NDWFSJ1426p3236,0.0,4619.000306168884,1667.9994283522135,216.4928586,32.421741799999985
NDWFS_J142718.8+324756,NDWFSJ1426p3236,0.0,600.0005252465362,6887.000113267048,216.8285355,32.799035199999985
NDWFS_J142520.3+324347,NDWFSJ1426p3236,0.0,6411.99942340163,6000.999522647951,216.3347131,32.72993309999999
NDWFS_J142720.5+323339,NDWFSJ1426p3236,0.0,556.000122000185,3560.999809131561,216.8355947,32.56094489999999
NDWFS_J142618.1+324415,NDWFSJ1426p3236,0.0,3583.000180924817,6064.000405928789,216.5754101,32.73744259999999
NDWFS_J142439.3+323408,NDWFSJ1426p3236,0.0,8458.000005953534,3787.000111552057,216.1640617,32.56902009999999
NDWFS_J142441.8+332531,NDWFSJ1426p3311,1.0,8061.000390252586,7678.999665759562,216.1745616,33.42518849999999
NDWFS_J142708.6+331932,NDWFSJ1426p3311,1.0,952.9995587059076,6182.999381796262,216.786062,33.3255869
NDWFS_J142706.2+332049,NDWFSJ1426p3311,1.0,1065.000433497495,6485.000243088814,216.7761432,33.3471237
NDWFS_J142611.4+332302,NDWFSJ1426p3311,1.0,3720.999444664824,7035.000038195019,216.5477383,33.384031899999975
NDWFS_J142558.7+332548,NDWFSJ1426p3311,1.0,4330.999558914722,7691.000022551789,216.4945741,33.43038719999999
NDWFS_J142500.5+331811,NDWFSJ1426p3311,1.0,7184.000573083096,5956.999578680692,216.2523705,33.302963099999985
NDWFS_J142442.6+331914,NDWFSJ1426p3311,1.0,8047.999593457771,6217.999794781801,216.1779518,33.32058069999999
NDWFS_J142507.1+332230,NDWFSJ1426p3311,1.0,6847.999654510444,6958.999408275671,216.2796828,33.37512569999999
NDWFS_J142441.2+332747,NDWFSJ1426p3311,1.0,8079.000087538978,8207.0000034751,216.1721928,33.46297779999998
NDWFS_J142633.2+331357,NDWFSJ1426p3311,1.0,2693.000452586084,4905.000645507102,216.6384015,33.23248329999999
NDWFS_J142720.0+331510,NDWFSJ1426p3311,1.0,411.000318532615,5161.999517861468,216.8335499,33.25290509999999
NDWFS_J142659.3+331750,NDWFSJ1426p3311,1.0,1412.000470097355,5796.000111047411,216.7471312,33.29747029999999
NDWFS_J142544.3+331350,NDWFSJ1426p3311,1.0,5071.000067211782,4917.000486740268,216.4347935,33.23091969999999
NDWFS_J142532.0+331644,NDWFSJ1426p3311,1.0,5658.000569104301,5600.999880867841,216.3835987,33.2792548
NDWFS_J142532.2+331500,NDWFSJ1426p3311,1.0,5653.999814950483,5194.0004245896125,216.3845033,33.25011209999999
NDWFS_J142505.4+331335,NDWFSJ1426p3311,1.0,6962.999516189611,4889.000423353058,216.2728784,33.2267502
NDWFS_J142521.9+331440,NDWFSJ1426p3311,1.0,6158.000579194992,5121.9996007276695,216.341452,33.24438219999999
NDWFS_J142448.9+331659,NDWFSJ1426p3311,1.0,7753.000223174371,5690.000575145716,216.2040368,33.283142199999986
NDWFS_J142630.6+330230,NDWFSJ1426p3311,1.0,2854.9996893562657,2244.000574037531,216.6276584,33.04175649999999
NDWFS_J142717.4+330529,NDWFSJ1426p3311,1.0,566.0003195095032,2908.999478629259,216.8225527,33.091408899999976
NDWFS_J142550.1+325953,NDWFSJ1426p3311,1.0,4840.999537988664,1663.999886138201,216.458769,32.998220699999976
NDWFS_J142549.4+330044,NDWFSJ1426p3311,1.0,4870.000554496583,1864.0004833744388,216.4560298,33.01251069999998
NDWFS_J142556.1+330147,NDWFSJ1426p3311,1.0,4539.000513092582,2103.00012329761,216.4839852,33.02997479999999
NDWFS_J142502.4+325456,NDWFSJ1426p3311,1.0,7182.999799780835,546.9999179814113,216.2604923,32.91559529999999
NDWFS_J142437.6+325830,NDWFSJ1426p3311,1.0,8381.000476477479,1400.000498661142,216.1569991,32.975185200000006
NDWFS_J142452.9+325940,NDWFSJ1426p3311,1.0,7628.000527888144,1659.0004423515163,216.2208629,32.99466799999998
NDWFS_J142528.0+330025,NDWFSJ1426p3311,1.0,5916.000289939602,1807.000362044884,216.3667953,33.00728079999998
NDWFS_J142438.2+330254,NDWFSJ1426p3311,1.0,8335.999430817454,2424.000358847443,216.1592369,33.04855419999999
NDWFS_J142630.7+332901,NDWFSJ1426p3311,1.0,2761.9999775075576,8413.999594491863,216.6283714,33.483756099999994
NDWFS_J142726.5+331450,NDWFSJ1428p3311,1.0,8466.999945408379,5183.000661804115,216.8604393,33.24735579999999
NDWFS_J142655.3+325433,NDWFSJ1426p3311,0.0,1672.0001914599798,382.00013811336976,216.7307491,32.909501399999975
NDWFS_J142440.1+330447,NDWFSJ1426p3311,0.0,8232.999420869794,2857.00008203492,216.1673584,33.07968619999998
NDWFS_J142648.6+325511,NDWFSJ1426p3311,0.0,1997.000492061847,530.9995307289137,216.7028605,32.9198823
NDWFS_J142505.9+325546,NDWFSJ1426p3311,0.0,7011.999740178631,740.9998334997254,216.2747905,32.92968830000001
NDWFS_J142658.2+332553,NDWFSJ1426p3311,0.0,1440.000019836767,7666.999617198597,216.7427123,33.43146629999998
NDWFS_J142707.4+332446,NDWFSJ1426p3311,0.0,994.9999334839432,7403.000272216437,216.7811838,33.412941899999986
NDWFS_J142517.9+332447,NDWFSJ1426p3311,0.0,6312.99964836246,7483.000432026456,216.324805,33.413286899999996
NDWFS_J142515.1+330118,NDWFSJ1426p3311,0.0,6538.999489986123,2020.999375135401,216.3132989,33.02188889999998
NDWFS_J142630.5+331827,NDWFSJ1426p3311,0.0,2806.000198751597,5957.000524977149,216.6274896,33.307723199999984
NDWFS_J142651.6+330512,NDWFSJ1426p3311,0.0,1820.9995359674413,2859.0002787062185,216.7153206,33.08675309999998
NDWFS_J142651.2+331503,NDWFSJ1426p3311,0.0,1813.0003033590056,5151.999625586252,216.7134792,33.2509871
NDWFS_J142642.5+325631,NDWFSJ1426p3311,0.0,2290.9996074057017,847.0006770854743,216.677422,32.942243899999994
NDWFS_J142509.0+330421,NDWFSJ1426p3311,0.0,6825.000532791892,2735.00009484814,216.2878372,33.07267619999998
NDWFS_J142543.2+331914,NDWFSJ1426p3311,0.0,5103.000553237871,6171.999974093909,216.4303707,33.32076409999998
NDWFS_J142704.3+330151,NDWFSJ1426p3311,0.0,1213.0005478481726,2074.99994732966,216.7681212,33.03113759999999
NDWFS_J142543.0+332418,NDWFSJ1426p3311,0.0,5095.000439112089,7352.000567260633,216.429471,33.40528519999999
NDWFS_J142711.7+331840,NDWFSJ1426p3311,0.0,801.9996706110305,5981.000345087903,216.799215,33.31124539999998
NDWFS_J142649.3+332849,NDWFSJ1426p3311,0.0,1864.9998136025808,8359.000215678738,216.70546549999997,33.48065589999998
NDWFS_J142645.8+332129,NDWFSJ1426p3311,0.0,2054.000339514117,6653.000615057503,216.69115439999996,33.35828039999999
NDWFS_J142615.6+332330,NDWFSJ1426p3311,0.0,3517.9997880025585,7141.999866323524,216.565018,33.39190079999998
NDWFS_J142701.1+332553,NDWFSJ1426p3311,0.0,1300.0002162878282,7664.999544971719,216.7547306,33.43144599999998
NDWFS_J142454.3+332949,NDWFSJ1426p3311,0.0,7441.000297225924,8673.000492171035,216.2262418,33.49715379999999
NDWFS_J142708.2+332102,NDWFSJ1426p3311,0.0,966.9998130596232,6534.000571841167,216.7844952,33.35071739999999
NDWFS_J142504.2+331333,NDWFSJ1426p3311,0.0,7024.999828764456,4878.999818910424,216.2675865,33.22595959999998
NDWFS_J142446.2+332054,NDWFSJ1426p3311,0.0,7870.0001418017455,6604.000352920342,216.1926071,33.348447099999994
NDWFS_J142702.9+330929,NDWFSJ1426p3311,0.0,1246.999835466626,3835.999892262575,216.7633524,33.1572289
NDWFS_J142620.1+330011,NDWFSJ1426p3311,0.0,3374.000020981548,1711.9993539461177,216.5839643,33.00315839999999
NDWFS_J142618.9+325614,NDWFSJ1426p3311,0.0,3439.999633115778,793.0001412138299,216.5794431,32.9372873
NDWFS_J142601.9+332712,NDWFSJ1426p3311,0.0,4168.000510268008,8011.999470470702,216.5081511,33.45355009999997
NDWFS_J142506.7+331617,NDWFSJ1426p3311,0.0,6889.999464678243,5511.999362782983,216.2782113,33.27145069999999
NDWFS_J142539.2+332035,NDWFSJ1426p3311,0.0,5294.999697120129,6486.999587130762,216.4134895,33.34311279999999
NDWFS_J142539.5+332132,NDWFSJ1426p3311,0.0,5275.999655161715,6709.0001000150005,216.4148171,33.3590334
NDWFS_J142616.3+331419,NDWFSJ1426p3311,0.0,3513.99995950672,5006.000436456303,216.5679838,33.23891779999999
NDWFS_J142622.5+330132,NDWFSJ1426p3311,0.0,3250.9996202137045,2028.000326248028,216.5940879,33.0259072
NDWFS_J142554.0+331357,NDWFSJ1426p3311,0.0,4599.999896319539,4935.000043923423,216.475092,33.23271499999998
NDWFS_J142639.4+325655,NDWFSJ1426p3311,0.0,2444.0005580374564,938.9994829177303,216.664261,32.94869099999998
NDWFS_J142540.1+332616,NDWFSJ1426p3311,0.0,5234.0003850924,7813.000100104477,216.4169224,33.438149999999986
NDWFS_J142711.4+330859,NDWFSJ1426p3311,0.0,844.999570108861,3727.999482735675,216.797857,33.14983539999999
NDWFS_J142710.3+332347,NDWFSJ1426p3311,0.0,859.9994678001567,7171.999596741831,216.7930085,33.396509499999986
NDWFS_J142604.8+330217,NDWFSJ1426p3311,0.0,4113.9994382007535,2212.9993367800053,216.5201459,33.03829229999999
NDWFS_J142440.5+332543,NDWFSJ1426p3311,0.0,8122.999975583159,7731.000635686491,216.1691617,33.428833399999995
NDWFS_J142556.6+332530,NDWFSJ1426p3311,0.0,4429.000378543566,7618.000494717729,216.4862591,33.42505509999997
NDWFS_J142625.7+330142,NDWFSJ1426p3311,0.0,3094.000188993199,2059.999536962649,216.6074596,33.02835089999998
NDWFS_J142717.8+330859,NDWFSJ1426p3311,0.0,533.9996160953997,3724.000160914411,216.8244669,33.1498068
NDWFS_J142538.1+332044,NDWFSJ1426p3311,0.0,5347.999620500486,6523.000145931799,216.4088974,33.34563239999998
NDWFS_J142717.1+331258,NDWFSJ1426p3311,0.0,560.0004907076855,4654.000546289541,216.8213019,33.21639639999999
NDWFS_J142459.3+332331,NDWFSJ1426p3311,0.0,7220.999519926721,7199.000064298587,216.2473423,33.3918618
